No,Pasar,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Tertinggi,Rata-Rata,Terendah
15,Pasar Pal Meriam,40000,40000,40000,40000,40000,40000,35000,35000,30000,35000,30000,40000,40000,40000,40000,30000,35000,30000,30000,30000,30000,30000,30000,40000,40000,30000,35000,35000,30000,35000,35000,40000,35161,30000
16,Pasar Ciplak,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,32000,32000,32000,32000,32000,32000,32000,32000,35000,40000,37774,32000
17,Pasar Cijantung,50000,40000,40000,40000,40000,45000,45000,45000,45000,45000,45000,40000,40000,40000,40000,40000,40000,40000,35000,30000,30000,30000,30000,40000,30000,30000,30000,30000,30000,30000,30000,50000,37581,30000
18,Pasar Cibubur,50000,40000,40000,40000,40000,40000,40000,40000,40000,40000,45000,45000,40000,40000,40000,40000,40000,35000,40000,40000,40000,35000,35000,35000,30000,36000,35000,35000,40000,35000,40000,50000,39065,30000
19,Pasar Ujung Menteng,50000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,55000,55000,55000,50000,60000,50000,45000,30000,35000,35000,30000,30000,30000,30000,30000,30000,30000,25000,25000,60000,41129,25000
20,Pasar Tanah Abang Blok A-G,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,40000,50000,50000,40000,50000,50000,50000,50000,50000,50000,40000,50000,50000,40000,50000,50000,60000,50000,50000,60000,49032,40000
21,Pasar Petojo Ilir,60000,55000,55000,40000,40000,55000,55000,55000,50000,50000,55000,55000,55000,55000,55000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,35000,35000,35000,40000,40000,60000,45645,35000
22,Pasar Gondangdia,45000,45000,40000,45000,40000,50000,50000,45000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,40000,40000,40000,40000,45000,45000,45000,45000,45000,40000,40000,40000,40000,50000,45323,40000
23,Pasar Paseban,45000,30000,30000,30000,30000,50000,40000,35000,50000,50000,50000,50000,40000,40000,50000,35000,40000,40000,40000,40000,30000,30000,40000,35000,40000,40000,40000,40000,35000,35000,35000,50000,39194,30000
24,Pasar Cempaka Putih,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,30000,30000,30000,30000,30000,30000,30000,30000,40000,40000,40000,40000,40000,40000,40000,37419,30000
25,Pasar Johar Baru,35000,35000,35000,37000,40000,35000,40000,40000,35000,40000,40000,40000,40000,40000,40000,40000,40000,40000,35000,40000,35000,40000,35000,35000,35000,35000,40000,35000,35000,35000,35000,40000,37484,35000
26,Pasar Baru Metro Atom,50000,50000,50000,50000,60000,60000,60000,60000,60000,50000,50000,50000,50000,45000,65000,60000,50000,60000,60000,50000,40000,60000,55000,50000,65000,50000,50000,50000,50000,50000,50000,65000,53548,40000
27,Pasar Kebayoran Lama,48000,48000,50000,50000,48000,50000,48000,48000,48000,45000,45000,45000,45000,45000,45000,40000,40000,45000,40000,40000,40000,40000,40000,40000,40000,35000,35000,35000,35000,35000,35000,50000,42677,35000
28,Pasar Cipete,55000,45000,50000,50000,45000,45000,45000,45000,45000,40000,40000,40000,40000,40000,40000,35000,35000,30000,30000,30000,30000,30000,35000,35000,30000,30000,30000,30000,30000,30000,30000,55000,37581,30000
29,Pasar Pesanggrahan,40000,40000,45000,45000,45000,50000,50000,50000,45000,45000,45000,45000,40000,40000,40000,30000,25000,25000,32000,30000,30000,30000,30000,28000,30000,28000,28000,35000,30000,28000,28000,50000,36516,25000
30,Pasar Pondok Labu,50000,50000,50000,50000,45000,45000,45000,45000,50000,45000,40000,40000,35000,35000,35000,30000,30000,35000,35000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,50000,37097,30000
31,Pasar Lenteng Agung,50000,45000,45000,45000,45000,45000,45000,45000,50000,45000,40000,40000,40000,40000,40000,37000,45000,50000,45000,45000,45000,50000,45000,50000,50000,50000,45000,45000,45000,45000,45000,50000,45065,37000
32,Pasar Mampang Prapatan,50000,50000,50000,50000,50000,50000,50000,50000,48000,40000,38000,40000,40000,40000,36000,40000,35000,30000,40000,40000,35000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,50000,42000,30000
33,Pasar Tebet Barat,60000,60000,45000,50000,70000,50000,60000,60000,60000,60000,60000,50000,50000,35000,35000,50000,40000,40000,60000,60000,50000,40000,50000,50000,40000,50000,50000,50000,50000,40000,40000,70000,50484,35000
34,Pasar Rumput,50000,45000,45000,40000,45000,45000,40000,45000,45000,45000,45000,45000,40000,45000,45000,40000,35000,35000,30000,30000,30000,30000,30000,30000,30000,30000,30000,35000,30000,25000,30000,50000,37581,25000
35,Pasar Tomang Barat,60000,60000,50000,50000,45000,45000,60000,60000,60000,60000,40000,40000,40000,40000,40000,35000,35000,35000,35000,35000,35000,35000,35000,35000,30000,30000,35000,35000,35000,35000,35000,60000,41935,30000
36,Pasar Cengkareng,60000,50000,50000,50000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,59032,50000
37,Pasar Kalideres,45000,40000,45000,40000,40000,45000,45000,45000,35000,40000,45000,40000,35000,30000,30000,35000,25000,30000,25000,25000,25000,28000,30000,30000,28000,30000,25000,25000,30000,30000,30000,45000,33903,25000
38,Pasar Pos Pengumben,55000,40000,40000,40000,40000,40000,40000,40000,40000,35000,35000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,40000,40000,40000,30000,30000,30000,25000,30000,55000,34516,25000
39,Pasar Pal Merah,45000,50000,50000,50000,45000,45000,45000,45000,35000,45000,40000,45000,45000,45000,45000,40000,40000,40000,40000,40000,40000,40000,40000,35000,35000,35000,36000,36000,36000,45000,35000,50000,41548,35000
40,Pasar Jembatan Lima,50000,50000,50000,45000,45000,45000,45000,45000,45000,45000,45000,30000,30000,30000,30000,30000,30000,25000,25000,25000,25000,25000,25000,25000,30000,25000,25000,25000,25000,25000,25000,50000,33710,25000
41,Pasar Kelapa Gading,60000,55000,50000,50000,50000,50000,50000,50000,50000,50000,45000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,35000,35000,35000,35000,60000,43226,35000
42,Pasar Pademangan Timur,50000,40000,40000,40000,40000,50000,50000,50000,50000,30000,35000,35000,37000,37000,40000,30000,35000,35000,30000,30000,35000,35000,35000,35000,40000,40000,40000,40000,40000,50000,30000,50000,38839,30000
43,Pasar Pluit,60000,60000,60000,60000,60000,60000,60000,60000,60000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000,60000,56452,55000
44,Pasar Kalibaru,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,40000,40000,40000,40000,40000,40000,40000,38387,35000
45,Pasar Koja Baru,60000,40000,45000,45000,40000,35000,45000,45000,50000,45000,40000,40000,40000,40000,40000,40000,40000,45000,45000,45000,40000,45000,40000,40000,40000,40000,40000,40000,40000,40000,40000,60000,42258,35000
46,Pasar Rawamangun,60000,60000,60000,60000,60000,60000,60000,60000,50000,50000,45000,45000,45000,45000,45000,40000,40000,40000,40000,40000,40000,40000,45000,45000,45000,45000,45000,45000,45000,45000,45000,60000,48065,40000
47,Pasar Klender SS,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,35000,35000,35000,40000,40000,40000,40000,40000,40000,40000,35000,35000,45000,40968,35000
48,Pasar Anyer Bahari,60000,50000,50000,50000,50000,50000,50000,50000,50000,50000,60000,60000,60000,60000,60000,50000,50000,40000,45000,45000,45000,45000,50000,50000,40000,40000,50000,50000,50000,50000,40000,60000,50000,40000
