No,Pasar,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Tertinggi,Rata-Rata,Terendah
18,Pasar Cibubur,40000,60000,50000,50000,50000,50000,50000,70000,50000,50000,60000,60000,60000,55000,60000,55000,50000,70000,70000,60000,60000,60000,60000,70000,65000,65000,55000,50000,65000,60000,70000,70000,58065,40000
19,Pasar Ujung Menteng,45000,45000,50000,50000,60000,60000,45000,45000,45000,50000,50000,55000,55000,65000,60000,65000,60000,60000,60000,65000,65000,65000,70000,65000,70000,65000,65000,60000,65000,65000,65000,70000,58387,45000
20,Pasar Tanah Abang Blok A-G,40000,40000,40000,40000,40000,40000,40000,70000,70000,70000,70000,70000,70000,70000,70000,75000,80000,75000,75000,75000,75000,75000,60000,60000,60000,60000,70000,60000,60000,60000,70000,80000,62258,40000
21,Pasar Petojo Ilir,50000,50000,45000,45000,45000,70000,70000,70000,70000,70000,70000,70000,70000,70000,80000,80000,70000,70000,70000,65000,65000,70000,70000,65000,65000,65000,70000,70000,90000,90000,75000,90000,67581,45000
22,Pasar Gondangdia,45000,45000,45000,70000,70000,60000,70000,60000,75000,75000,70000,70000,70000,70000,75000,75000,70000,70000,70000,60000,60000,55000,55000,55000,50000,50000,60000,70000,70000,80000,80000,80000,64516,45000
23,Pasar Paseban,40000,50000,50000,50000,50000,55000,50000,50000,50000,50000,50000,50000,55000,55000,65000,60000,60000,40000,60000,60000,60000,60000,45000,50000,50000,45000,55000,60000,60000,70000,60000,70000,53710,40000
24,Pasar Cempaka Putih,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,64194,40000
25,Pasar Johar Baru,40000,40000,40000,47000,47000,70000,70000,70000,70000,70000,70000,70000,60000,60000,60000,60000,72000,72000,72000,65000,65000,65000,65000,70000,70000,70000,70000,70000,70000,70000,70000,72000,63871,40000
26,Pasar Baru Metro Atom,45000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,70000,65000,70000,70000,70000,70000,75000,70000,75000,75000,80000,80000,75000,70000,75000,80000,75000,80000,66774,45000
27,Pasar Kebayoran Lama,50000,60000,60000,60000,60000,70000,60000,50000,48000,48000,48000,40000,65000,65000,60000,65000,65000,65000,60000,60000,65000,60000,60000,60000,60000,60000,65000,65000,70000,70000,70000,70000,60129,40000
28,Pasar Cipete,45000,45000,50000,50000,55000,60000,65000,65000,65000,65000,60000,65000,60000,60000,60000,65000,65000,65000,65000,65000,60000,60000,60000,60000,60000,60000,65000,65000,60000,60000,60000,65000,60161,45000
29,Pasar Pesanggrahan,48000,48000,55000,55000,55000,60000,65000,65000,60000,65000,65000,60000,65000,65000,65000,65000,60000,60000,65000,55000,55000,55000,65000,58000,60000,60000,60000,55000,55000,55000,70000,70000,59645,48000
30,Pasar Pondok Labu,50000,50000,50000,50000,50000,50000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,55000,55000,55000,55000,75000,75000,57903,50000
31,Pasar Lenteng Agung,45000,50000,50000,50000,50000,50000,50000,55000,50000,55000,55000,55000,60000,60000,60000,65000,65000,65000,65000,60000,60000,65000,65000,65000,60000,60000,55000,55000,55000,55000,60000,65000,57097,45000
32,Pasar Mampang Prapatan,55000,55000,55000,55000,55000,55000,55000,55000,65000,65000,65000,65000,65000,65000,65000,65000,65000,60000,65000,65000,60000,60000,60000,60000,60000,60000,55000,55000,55000,55000,55000,65000,59677,55000
33,Pasar Tebet Barat,45000,60000,55000,80000,80000,80000,80000,70000,70000,55000,80000,80000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,65000,80000,80000,80000,70323,45000
34,Pasar Rumput,45000,45000,45000,40000,50000,50000,55000,55000,60000,65000,65000,65000,65000,60000,60000,65000,65000,65000,65000,65000,65000,65000,65000,65000,60000,60000,60000,65000,60000,65000,65000,65000,59516,40000
35,Pasar Tomang Barat,45000,45000,45000,45000,70000,70000,65000,65000,65000,70000,70000,70000,70000,65000,75000,75000,75000,75000,75000,75000,50000,50000,55000,55000,55000,55000,70000,70000,70000,65000,65000,75000,63548,45000
36,Pasar Cengkareng,40000,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,54194,40000
37,Pasar Kalideres,50000,65000,45000,50000,50000,50000,50000,50000,60000,60000,60000,60000,60000,75000,75000,75000,75000,75000,75000,75000,75000,70000,80000,85000,85000,70000,70000,65000,75000,65000,80000,85000,66290,45000
38,Pasar Pos Pengumben,50000,60000,60000,50000,50000,50000,50000,75000,75000,75000,75000,75000,70000,70000,70000,75000,75000,75000,75000,60000,60000,80000,60000,60000,60000,60000,60000,60000,60000,60000,60000,80000,64355,50000
39,Pasar Pal Merah,40000,40000,60000,60000,60000,60000,55000,60000,65000,60000,65000,65000,60000,55000,65000,70000,65000,70000,75000,60000,60000,60000,65000,65000,60000,60000,60000,60000,60000,70000,75000,75000,61452,40000
40,Pasar Jembatan Lima,40000,36000,36000,36000,36000,50000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,40000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,65000,65000,65000,50774,36000
41,Pasar Kelapa Gading,50000,50000,50000,50000,50000,50000,60000,65000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,75000,80000,80000,66129,50000
42,Pasar Pademangan Timur,40000,40000,45000,35000,35000,45000,60000,45000,62000,60000,63000,63000,60000,65000,70000,65000,70000,70000,68000,70000,72000,73000,70000,75000,75000,75000,65000,73000,65000,70000,80000,80000,62065,35000
43,Pasar Pluit,50000,70000,70000,70000,70000,80000,80000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,70000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,73548,50000
44,Pasar Kalibaru,40000,40000,50000,60000,60000,60000,60000,60000,60000,50000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,65000,65000,65000,65000,65000,65000,80000,80000,80000,60323,40000
45,Pasar Koja Baru,50000,60000,60000,50000,60000,60000,60000,60000,70000,70000,70000,70000,70000,70000,70000,75000,70000,75000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,75000,75000,80000,70968,50000
46,Pasar Rawamangun,50000,50000,50000,50000,70000,70000,70000,70000,75000,75000,75000,75000,75000,70000,70000,70000,70000,70000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,75000,66129,50000
47,Pasar Klender SS,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,47742,40000
48,Pasar Anyer Bahari,50000,50000,50000,50000,50000,50000,55000,50000,55000,60000,60000,55000,80000,70000,80000,80000,80000,70000,70000,60000,70000,70000,70000,70000,70000,70000,70000,70000,70000,85000,90000,90000,65484,50000
