No,Pasar,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Tertinggi,Rata-Rata,Terendah
39,Pasar Pal Merah,32000,30000,25000,25000,25000,22000,24000,25000,25000,25000,24000,23000,25000,25000,26000,26000,28000,22000,22000,20000,23000,22000,22000,20000,22000,20000,22000,22000,20000,22000,25000,32000,23839,20000
40,Pasar Jembatan Lima,20000,21000,25000,20000,18000,18000,18000,18000,20000,20000,19000,18000,18000,18000,16000,16000,17000,18000,17000,17000,16000,15000,15000,14000,14000,15000,15000,15000,15000,16000,17000,25000,17387,14000
41,Pasar Kelapa Gading,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,27000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,27000,25065,25000
42,Pasar Pademangan Timur,30000,30000,30000,25000,30000,30000,30000,30000,30000,27000,25000,27000,27000,27000,27000,27000,28000,27000,25000,25000,25000,25000,25000,27000,20000,20000,20000,20000,20000,20000,20000,30000,25774,20000
43,Pasar Pluit,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
44,Pasar Kalibaru,35000,30000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,30000,30000,30000,30000,30000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,35000,24032,20000
45,Pasar Koja Baru,25000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,35000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,25000,25000,35000,29677,25000
46,Pasar Rawamangun,30000,30000,30000,30000,30000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,32000,35000,34097,30000
47,Pasar Klender SS,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
48,Pasar Anyer Bahari,25000,25000,25000,40000,40000,30000,25000,25000,25000,30000,30000,25000,30000,30000,30000,30000,30000,25000,30000,30000,30000,30000,25000,25000,25000,25000,30000,30000,25000,25000,30000,40000,28387,25000
