No,Pasar,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Tertinggi,Rata-Rata,Terendah
22,Pasar Gondangdia,25000,25000,25000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,25000,25000,25000,25000,25000,30000,30000,30000,25000,25000,40000,25000,35000,30000,40000,40000,45000,45000,31613,25000
23,Pasar Paseban,30000,30000,30000,30000,35000,35000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,35000,30000,30000,35000,30000,30000,30000,30000,30000,30000,35000,30645,30000
24,Pasar Cempaka Putih,28000,28000,28000,32000,32000,32000,32000,32000,30000,30000,30000,32000,32000,32000,30000,32000,32000,32000,32000,32000,32000,32000,32000,32000,30000,30000,30000,28000,28000,28000,30000,32000,30710,28000
25,Pasar Johar Baru,35000,35000,35000,40000,40000,40000,40000,40000,40000,40000,30000,30000,35000,35000,35000,35000,35000,30000,30000,35000,40000,30000,30000,35000,35000,35000,35000,35000,40000,45000,50000,50000,36290,30000
26,Pasar Baru Metro Atom,30000,40000,35000,35000,35000,35000,50000,40000,45000,40000,40000,45000,45000,40000,45000,45000,40000,40000,40000,40000,40000,35000,40000,35000,40000,40000,40000,40000,40000,35000,40000,50000,39677,30000
27,Pasar Kebayoran Lama,28000,28000,30000,30000,30000,35000,33000,35000,30000,35000,35000,32000,32000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,28000,30000,30000,35000,30677,28000
28,Pasar Cipete,25000,25000,25000,26000,25000,35000,35000,35000,35000,35000,35000,30000,30000,30000,26000,26000,23000,25000,25000,25000,25000,25000,25000,25000,25000,25000,30000,30000,35000,35000,35000,35000,28742,23000
29,Pasar Pesanggrahan,32000,32000,32000,45000,45000,30000,40000,40000,38000,30000,38000,38000,34000,32000,32000,32000,32000,32000,32000,32000,36000,36000,36000,36000,36000,36000,35000,38000,38000,38000,45000,45000,35742,30000
30,Pasar Pondok Labu,30000,30000,30000,30000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,30000,40000,40000,40000,30000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,38065,30000
31,Pasar Lenteng Agung,25000,25000,25000,25000,25000,25000,30000,35000,35000,35000,35000,35000,35000,35000,30000,27000,25000,25000,25000,25000,25000,25000,20000,25000,25000,25000,25000,25000,30000,30000,30000,35000,27968,20000
32,Pasar Mampang Prapatan,28000,30000,30000,30000,30000,40000,40000,40000,38000,40000,35000,35000,30000,35000,30000,35000,35000,35000,35000,35000,35000,35000,35000,35000,36000,35000,35000,35000,35000,35000,35000,40000,34581,28000
33,Pasar Tebet Barat,30000,30000,30000,30000,30000,30000,30000,30000,40000,40000,40000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,40000,30968,30000
34,Pasar Rumput,30000,25000,25000,35000,35000,35000,35000,40000,35000,40000,35000,38000,35000,30000,25000,25000,25000,25000,25000,30000,25000,25000,30000,32000,30000,35000,30000,35000,37000,40000,45000,45000,32000,25000
35,Pasar Tomang Barat,24000,24000,24000,30000,30000,32000,30000,35000,35000,35000,35000,35000,35000,30000,30000,30000,32000,28000,28000,28000,28000,28000,32000,32000,32000,28000,32000,32000,32000,32000,40000,40000,30903,24000
36,Pasar Cengkareng,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,26129,20000
37,Pasar Kalideres,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,33000,33000,30000,30000,35000,35000,30000,35000,34387,30000
38,Pasar Pos Pengumben,30000,35000,30000,35000,30000,45000,40000,40000,45000,45000,45000,45000,45000,45000,45000,35000,35000,35000,35000,35000,35000,35000,40000,40000,40000,40000,40000,40000,40000,40000,40000,45000,38871,30000
39,Pasar Pal Merah,32000,30000,35000,36000,36000,40000,35000,35000,40000,35000,35000,35000,30000,34000,35000,35000,33000,32000,32000,30000,28000,30000,33000,25000,33000,33000,35000,35000,36000,36000,50000,50000,34161,25000
40,Pasar Jembatan Lima,30000,25000,25000,32000,35000,30008,30000,35000,30000,30000,35000,30000,35000,35000,30000,30000,35000,25000,30000,30000,30000,30000,30000,30000,25000,30000,30000,30000,30000,30000,35000,35000,30549,25000
41,Pasar Kelapa Gading,30000,30000,30000,30000,30000,33000,33000,33000,33000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,40000,40000,40000,40000,40000,34581,30000
42,Pasar Pademangan Timur,30000,30000,30000,30000,30000,30000,32000,30000,30000,30000,33000,35000,35000,33000,30000,30000,25000,25000,25000,25000,25000,25000,30000,30000,30000,30000,30000,35000,30000,35000,40000,40000,30258,25000
43,Pasar Pluit,40000,40000,40000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,50000,50000,50000,45484,40000
44,Pasar Kalibaru,25000,25000,35000,40000,40000,35000,35000,35000,40000,40000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,45000,45000,32097,25000
45,Pasar Koja Baru,30000,30000,30000,35000,35000,35000,35000,35000,35000,36000,36000,36000,30000,30000,30000,26000,30000,32000,32000,28000,32000,30000,30000,30000,30000,30000,30000,30000,42000,42000,45000,45000,32806,26000
46,Pasar Rawamangun,30000,30000,30000,30000,50000,50000,50000,50000,50000,40000,40000,40000,40000,40000,36000,36000,36000,36000,36000,36000,36000,36000,35000,35000,35000,35000,35000,35000,35000,35000,35000,50000,37839,30000
47,Pasar Klender SS,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
48,Pasar Anyer Bahari,30000,25000,30000,30000,30000,35000,35000,35000,40000,35000,45000,45000,35000,30000,30000,26000,30000,32000,32000,30000,30000,28000,29000,30000,30000,30000,25000,30000,30000,45000,45000,45000,32645,25000
